-1075.9586829252623,96.44593096620957,-31.552147169486375,-15.346724914815164,-83.48219359318722,2.6414661810513578,-41.92175062569264,-11.286256030839873,-10.262698577989607,3.891156461885368,-1.4442176362485069,-7.2651199335673375,-10.630429958434714,-3.7374694515094897,15.73287437451691,-10.956306278572317,14.8554393396968,-0.9734345803700399,1.1960931754654025,-0.20770863805467243,1.0
-1088.2089204765077,106.76911611899038,-86.47987260735181,-6.767348867656462,-79.11387820747768,37.74420304531935,-35.35251294408408,29.143077290850744,-27.847671412058553,10.399966693791699,16.76934416530235,11.738344555435972,-13.321774897270476,-28.333687274809094,1.6085808017823682,-17.497769389692436,5.544342163247147,8.850609557603638,11.040519130847876,-8.256115965561776,1.0
-1014.5838804408487,91.77534512368027,-69.70517947316097,-17.915271084909527,-116.62258693822073,15.297862823393341,-44.97363502013374,29.999541298700862,-11.241672873350506,9.293945211504015,12.878392329235396,14.957748559899134,13.536720412666256,-2.1593772173321195,3.2218781075099585,-7.347634066286209,-11.917933663887183,-11.179605021232963,10.489874954389574,-6.789248812225047,1.0
-984.7562492755773,64.16987791297328,-38.7886611185131,-57.979013442099294,-56.35941326768766,-13.397598608698313,-18.186514157332716,3.8707194889949044,9.496368588539582,11.579671746929431,10.774880588461711,-3.0059895684852638,3.5839936135373938,3.953540588511834,9.275675303863425,-2.9421600403487216,-9.708919093214833,-17.30934861763357,-9.315643417252154,7.879514313868022,1.0
-709.759515808361,87.2517926003347,-61.498554946424704,-22.113403276629064,-43.76666558966655,43.63936376307457,-56.84677851083974,-13.489150115926009,14.93742252218153,-2.2421056434576587,13.764920412453858,7.342314268764957,17.17340622868667,-15.995808440103762,-8.007365899987562,-10.088805062285608,13.232086154907277,-14.255921571513078,-1.705062879058234,7.026978750182215,1.0
-934.5168598800809,84.39298824765314,-45.35121365775714,-49.74446943916165,-68.1778935751053,16.842835659416608,-18.854103146707395,-8.682853050988292,14.315326227638028,4.853568884634779,13.295819762833114,9.384955170720978,-5.295504246830355,-9.961989122511703,2.3850974842457,-16.61847384399162,-11.56024815355688,-4.636283922031005,-0.1915724108105028,14.136626249211876,1.0
-1117.6294978496087,39.554693058574316,-65.95789325263824,-25.986875114745718,-62.29589667457614,24.301137303553702,-8.973142801781538,9.002614685347691,2.7659457936672296,22.018217403132805,10.2223947306022,-0.7329206794088975,5.786471611737337,-10.357703895537519,14.88974704511276,-5.800698788990175,-2.1282385741088374,-0.9982598216655206,-1.2753733138313519,1.8049393679302068,1.0
-1141.2889848404313,5.995098415544605,-56.71235188019685,-23.53871803441544,-45.66017878187638,26.885350030993212,-20.940296756570817,4.881658513725564,-7.732736274541697,10.867833468767664,-4.248531661792548,-13.576735409190185,-6.928485243622021,-11.300059450840216,1.2979892514088767,-15.910937938222908,-6.324871471810756,-5.09181205988981,1.2755788893999833,-4.15922621397685,1.0
-1146.3925801872201,31.858109459576156,-43.094962890352036,12.88020559302501,-42.91965703715485,23.960717505505748,-17.793033612254376,12.925224532742066,-13.820909684498108,1.2263280820514484,0.02738662212717813,-14.433595511804478,0.1515704331847969,-4.637494625299537,6.433285954933159,-18.292356806803614,2.2699825335420036,-4.764348134405786,-0.630323367664104,0.8843701260161327,1.0
-691.5730844044442,72.38670911212017,-93.42861235015022,-40.15842682864326,-63.99676611148717,40.08167803314886,-35.14066620496911,-8.588385043267127,-8.116121422770373,-5.261753386776752,29.857465481063876,9.330932751009893,-3.3647377386407458,1.873921347853602,11.157613311407196,-14.38622299150965,-4.608369911213174,-4.67718816400655,-0.13684208748551407,2.258472205039885,1.0
